Order ID;Order Key;Returned Indicator;Ship Mode;Order Priority
EG-2015-JP613538-42283;5215;Not Returned;Same Day;Critical
EG-2015-JS594038-42094;5216;Not Returned;Standard Class;Medium
EG-2015-KB660038-42333;5217;Not Returned;Standard Class;High
EG-2015-KH633038-42267;5218;Not Returned;Standard Class;High
EG-2015-KH651038-42354;5219;Not Returned;Standard Class;Medium
EG-2015-KW643538-42068;5220;Not Returned;Same Day;Medium
EG-2015-KW643538-42222;5221;Not Returned;Second Class;Medium
EG-2015-LC688538-42160;5222;Not Returned;First Class;Medium
EG-2015-LR703538-42056;5223;Not Returned;Standard Class;High
EG-2015-LR703538-42263;5224;Not Returned;Second Class;Medium
EG-2015-LS694538-42024;5225;Not Returned;First Class;High
EG-2015-LS694538-42179;5226;Not Returned;Second Class;High
EG-2015-MC742538-42334;5227;Not Returned;Standard Class;Medium
EG-2015-MG768038-42074;5228;Not Returned;Standard Class;Medium
EG-2015-MM792038-42117;5229;Not Returned;Standard Class;Medium
EG-2015-MM792038-42286;5230;Not Returned;Same Day;Critical
EG-2015-NF838538-42060;5231;Returned;Standard Class;High
EG-2015-NP870038-42178;5232;Not Returned;Standard Class;Low
EG-2015-PC874538-42312;5233;Not Returned;Second Class;High
EG-2015-PO918038-42340;5234;Not Returned;First Class;Critical
EG-2015-PT909038-42119;5235;Not Returned;Standard Class;Medium
EG-2015-PW924038-42182;5236;Not Returned;Standard Class;Medium
EG-2015-PW924038-42308;5237;Not Returned;Standard Class;Medium
EG-2015-RA994538-42342;5238;Returned;Second Class;Medium
EG-2015-RB933038-42169;5239;Not Returned;Second Class;High
EG-2015-RB970538-42187;5240;Not Returned;Standard Class;Medium
EG-2015-RD966038-42283;5241;Not Returned;Second Class;High
EG-2015-RD993038-42069;5242;Not Returned;First Class;High
EG-2015-RM937538-42360;5243;Returned;First Class;Medium
EG-2015-RO978038-42157;5244;Not Returned;Standard Class;Medium
EG-2015-RO978038-42175;5245;Not Returned;Standard Class;Medium
EG-2015-SC1009538-42144;5246;Not Returned;Standard Class;Medium
EG-2015-SM1095038-42244;5247;Not Returned;Second Class;High
EG-2015-SP1054538-42351;5248;Not Returned;Standard Class;Low
EG-2015-SR1042538-42056;5249;Not Returned;Second Class;High
EG-2015-ST1053038-42166;5250;Not Returned;First Class;Critical
EG-2015-ST1053038-42274;5251;Not Returned;Standard Class;High
EG-2015-SU1066538-42321;5252;Not Returned;Standard Class;Medium
EG-2015-TG1164038-42146;5253;Not Returned;Second Class;Medium
EG-2015-TT1122038-42364;5254;Not Returned;Second Class;Critical
EG-2015-VF1171538-42275;5255;Not Returned;Standard Class;Medium
EG-2015-VG1180538-42234;5256;Not Returned;Standard Class;Medium
EG-2015-ZD1192538-42366;5257;Not Returned;Second Class;High
EK-2014-EP391540-41947;5258;Returned;Standard Class;Medium
EN-2012-AB60042-40932;5259;Not Returned;Same Day;Medium
EN-2013-AS24042-41422;5260;Not Returned;Standard Class;Low
EN-2013-CK276042-41515;5261;Not Returned;Standard Class;Medium
EN-2014-AH19542-41663;5262;Not Returned;Same Day;Medium
EN-2014-MM828042-41753;5263;Not Returned;Second Class;Medium
EN-2015-MC760542-42174;5264;Returned;Standard Class;Medium
EN-2015-TM1149042-42267;5265;Not Returned;Standard Class;Medium
ER-2014-KB660041-41802;5266;Not Returned;Second Class;Medium
ES-2012-AA10480139-41250;5267;Not Returned;Same Day;High
ES-2012-AA1048045-41213;5268;Not Returned;Standard Class;High
ES-2012-AA1048045-41215;5269;Not Returned;Second Class;Medium
ES-2012-AA1064564-41268;5270;Returned;Standard Class;Low
ES-2012-AB10015139-41002;5271;Not Returned;Standard Class;High
ES-2012-AB1001564-40988;5272;Not Returned;First Class;Critical
ES-2012-AB1001564-41150;5273;Not Returned;Second Class;High
ES-2012-AB1015045-40933;5274;Not Returned;Standard Class;Medium
ES-2012-AB1016545-40957;5275;Returned;Standard Class;Medium
ES-2012-AB1016545-41180;5276;Not Returned;Standard Class;Medium
ES-2012-AB1025545-41225;5277;Not Returned;Standard Class;Low
ES-2012-AB1025548-41174;5278;Not Returned;Standard Class;Low
ES-2012-AB1060064-40927;5279;Returned;First Class;High
ES-2012-AC10420120-41136;5280;Not Returned;First Class;Medium
ES-2012-AC1045045-41128;5281;Not Returned;First Class;High
ES-2012-AC10660139-41067;5282;Not Returned;Standard Class;High
ES-2012-AC1066045-41065;5283;Not Returned;First Class;Medium
ES-2012-AF1087014-41179;5284;Not Returned;Standard Class;Medium
ES-2012-AF10885139-41065;5285;Not Returned;Standard Class;Medium
ES-2012-AF1088564-41129;5286;Not Returned;First Class;Medium
ES-2012-AF1088564-41164;5287;Not Returned;Same Day;Critical
ES-2012-AG1033045-41235;5288;Not Returned;Standard Class;Medium
ES-2012-AG1049545-41002;5289;Returned;First Class;High
ES-2012-AG1049545-41003;5290;Not Returned;Standard Class;Medium
ES-2012-AG1049548-41220;5291;Not Returned;Same Day;High
ES-2012-AG1049564-41032;5292;Not Returned;Second Class;Medium
ES-2012-AG1049564-41254;5293;Returned;Standard Class;Medium
ES-2012-AG10675139-40977;5294;Not Returned;Standard Class;High
ES-2012-AG10765139-40920;5295;Not Returned;Standard Class;Medium
ES-2012-AG10900120-41083;5296;Not Returned;Standard Class;High
ES-2012-AH10075139-41251;5297;Not Returned;Standard Class;Medium
ES-2012-AH1019564-41006;5298;Not Returned;Standard Class;Medium
ES-2012-AH1019564-41130;5299;Not Returned;Second Class;High
ES-2012-AH1021045-41244;5300;Not Returned;First Class;Medium
ES-2012-AH1021048-41252;5301;Not Returned;Standard Class;High
ES-2012-AH1046548-41262;5302;Not Returned;Standard Class;Medium
ES-2012-AH1058514-41067;5303;Not Returned;First Class;Critical
ES-2012-AH1069064-41116;5304;Not Returned;Second Class;High
ES-2012-AI1085548-41187;5305;Returned;Standard Class;Medium
ES-2012-AJ10795139-41060;5306;Not Returned;First Class;Medium
ES-2012-AJ1094545-41239;5307;Returned;Standard Class;High
ES-2012-AM10360139-41136;5308;Not Returned;Standard Class;Medium
ES-2012-AM1036045-41013;5309;Not Returned;Second Class;Critical
ES-2012-AM1036064-40960;5310;Not Returned;Standard Class;Low
ES-2012-AO10810139-41150;5311;Not Returned;Standard Class;Medium
ES-2012-AO10810139-41268;5312;Not Returned;Standard Class;Medium
ES-2012-AP1091545-40912;5313;Not Returned;Standard Class;Medium
ES-2012-AP1091564-41178;5314;Not Returned;Standard Class;Medium
ES-2012-AR1040548-41067;5315;Not Returned;Standard Class;Medium
ES-2012-AR104058-41081;5316;Not Returned;First Class;High
ES-2012-AR104058-41127;5317;Returned;First Class;Critical
ES-2012-AR1051045-41159;5318;Not Returned;Second Class;High
ES-2012-AR1051048-41167;5319;Not Returned;Standard Class;Medium
ES-2012-AR1054045-41026;5320;Not Returned;Standard Class;Low
ES-2012-AR1082548-41181;5321;Not Returned;First Class;High
ES-2012-AR1082564-41041;5322;Not Returned;Second Class;High
ES-2012-AS10045125-40988;5323;Not Returned;Standard Class;Medium
ES-2012-AS1004545-41086;5324;Not Returned;Standard Class;Medium
ES-2012-AS1004548-41261;5325;Not Returned;Second Class;Medium
ES-2012-AS1024045-41221;5326;Not Returned;Second Class;Medium
ES-2012-AW1093048-41219;5327;Not Returned;Standard Class;Medium
ES-2012-BC11125120-41010;5328;Not Returned;Second Class;Medium
ES-2012-BC11125139-41272;5329;Not Returned;First Class;Medium
ES-2012-BD11320139-41020;5330;Not Returned;Standard Class;High
ES-2012-BD1132045-41030;5331;Not Returned;Standard Class;Medium
ES-2012-BD11560139-41079;5332;Not Returned;Standard Class;Medium
ES-2012-BD1177045-41116;5333;Not Returned;Standard Class;High
ES-2012-BD1177045-41159;5334;Not Returned;Standard Class;Low
ES-2012-BE1133564-41173;5335;Not Returned;Same Day;High
ES-2012-BE11455120-41180;5336;Not Returned;Standard Class;Low
ES-2012-BF1100545-41248;5337;Not Returned;Standard Class;Medium
ES-2012-BF1117096-41154;5338;Not Returned;Standard Class;Medium
ES-2012-BF11275139-41221;5339;Not Returned;Standard Class;Low
ES-2012-BG11035139-41178;5340;Not Returned;Standard Class;Medium
ES-2012-BK1126048-41009;5341;Not Returned;Second Class;High
ES-2012-BM1114048-41174;5342;Not Returned;Second Class;Medium
ES-2012-BM1114048-41222;5343;Not Returned;Second Class;High
ES-2012-BM1165045-41157;5344;Not Returned;Standard Class;Medium
ES-2012-BM1178545-41144;5345;Returned;Standard Class;High
ES-2012-BP11095139-41203;5346;Not Returned;Standard Class;High
ES-2012-BP11155139-41130;5347;Not Returned;Standard Class;Medium
ES-2012-BP1115534-41165;5348;Not Returned;Standard Class;Medium
ES-2012-BP11185139-41252;5349;Not Returned;First Class;Critical
ES-2012-BP1123064-40999;5350;Not Returned;First Class;High
ES-2012-BP11290120-41241;5351;Not Returned;Standard Class;Medium
ES-2012-BP1129045-41142;5352;Not Returned;Standard Class;High
ES-2012-BS11365139-41214;5353;Not Returned;Second Class;Medium
ES-2012-BS1138045-41065;5354;Not Returned;First Class;High
ES-2012-BS1138048-41238;5355;Not Returned;Standard Class;Medium
ES-2012-BS11590139-41231;5356;Not Returned;Standard Class;Medium
ES-2012-BS1159045-41020;5357;Not Returned;Standard Class;High
ES-2012-BT1130548-41234;5358;Not Returned;Standard Class;Low
ES-2012-BT11395139-40977;5359;Not Returned;Standard Class;Medium
ES-2012-BT11440139-41262;5360;Not Returned;Standard Class;Medium
ES-2012-BT1148545-40943;5361;Not Returned;Standard Class;High
ES-2012-BT1148545-41177;5362;Not Returned;Standard Class;High
ES-2012-BT1153045-41234;5363;Not Returned;Standard Class;Medium
ES-2012-BT1168064-41248;5364;Not Returned;Same Day;High
ES-2012-BV11245139-41061;5365;Not Returned;Standard Class;High
ES-2012-BW1106548-41124;5366;Not Returned;Second Class;Medium
ES-2012-BW1106548-41125;5367;Not Returned;First Class;Critical
ES-2012-BW1120045-41085;5368;Not Returned;First Class;Critical
ES-2012-CA1196564-41263;5369;Not Returned;First Class;Medium
ES-2012-CA12265139-41178;5370;Not Returned;Standard Class;High
ES-2012-CB1202564-41179;5371;Not Returned;Standard Class;Medium
ES-2012-CB12415139-41132;5372;Not Returned;Standard Class;Medium
ES-2012-CB1241564-41101;5373;Not Returned;Standard Class;Medium
ES-2012-CB1253545-40930;5374;Not Returned;Standard Class;Medium
ES-2012-CC1210064-41227;5375;Not Returned;First Class;Medium
ES-2012-CC1222045-41143;5376;Not Returned;Standard Class;Medium
ES-2012-CC12370120-41266;5377;Not Returned;Standard Class;Medium
ES-2012-CC12550139-41144;5378;Not Returned;Standard Class;Medium
ES-2012-CC1255045-41038;5379;Not Returned;Standard Class;Medium
ES-2012-CC1261045-41152;5380;Not Returned;Second Class;Medium
ES-2012-CC1261048-41118;5381;Not Returned;Second Class;Critical
ES-2012-CC1267045-41199;5382;Not Returned;Standard Class;High
ES-2012-CC12685139-41169;5383;Not Returned;Standard Class;High
ES-2012-CD11920120-41262;5384;Not Returned;Second Class;Medium
ES-2012-CD1198048-40989;5385;Not Returned;Second Class;Medium
ES-2012-CD1198048-41151;5386;Returned;Standard Class;Medium
ES-2012-CD1279045-41241;5387;Not Returned;Standard Class;Low
ES-2012-CD1279064-41160;5388;Not Returned;Standard Class;Medium
ES-2012-CG12520139-41095;5389;Not Returned;Same Day;High
ES-2012-CH1207045-41205;5390;Not Returned;Second Class;High
ES-2012-CH1207048-41166;5391;Not Returned;Standard Class;Medium
ES-2012-CK12205139-41171;5392;Not Returned;Same Day;Critical
ES-2012-CK1232548-41129;5393;Not Returned;Second Class;Medium
ES-2012-CK1259548-41118;5394;Not Returned;Standard Class;Low
ES-2012-CL1256548-40948;5395;Not Returned;Same Day;Critical
ES-2012-CL1270045-40923;5396;Not Returned;First Class;Medium
ES-2012-CM1181548-40981;5397;Not Returned;Standard Class;High
ES-2012-CM1181564-41248;5398;Not Returned;Second Class;Critical
ES-2012-CM1183048-41153;5399;Not Returned;Same Day;Critical
ES-2012-CM1183048-41191;5400;Not Returned;Standard Class;Medium
ES-2012-CM1211545-40949;5401;Not Returned;Standard Class;High
ES-2012-CM1211564-41027;5402;Not Returned;Standard Class;Medium
ES-2012-CM1223545-40968;5403;Not Returned;Standard Class;Low
ES-2012-Co12640139-41147;5404;Not Returned;Standard Class;Low
ES-2012-Co12640139-41165;5405;Not Returned;Same Day;High
ES-2012-Co12640139-41263;5406;Not Returned;Second Class;High
ES-2012-CP1234048-40932;5407;Not Returned;Standard Class;Medium
ES-2012-CR12625120-41129;5408;Not Returned;Standard Class;High
ES-2012-CR12625139-41264;5409;Not Returned;Standard Class;Medium
ES-2012-CS11860139-41054;5410;Not Returned;Standard Class;Low
ES-2012-CS1213048-41081;5411;Not Returned;Second Class;Medium
ES-2012-CS1217548-41265;5412;Not Returned;First Class;High
ES-2012-CS1225048-40997;5413;Not Returned;Standard Class;High
ES-2012-CT1199514-41027;5414;Not Returned;First Class;High
ES-2012-CT1199545-41121;5415;Not Returned;Standard Class;Low
ES-2012-CV1280545-41087;5416;Not Returned;First Class;High
ES-2012-CV1280548-41081;5417;Not Returned;Standard Class;High
ES-2012-DB12910139-41152;5418;Not Returned;First Class;Medium
ES-2012-DB1297045-40981;5419;Not Returned;Second Class;Medium
ES-2012-DB1306048-41171;5420;Not Returned;Second Class;Critical
ES-2012-DB13210139-41065;5421;Not Returned;Standard Class;Medium
ES-2012-DB13270120-41060;5422;Not Returned;Standard Class;High
ES-2012-DB1327048-40990;5423;Not Returned;Standard Class;Medium
ES-2012-DB1340564-41240;5424;Not Returned;Second Class;High
ES-2012-DB1361545-41107;5425;Not Returned;Standard Class;Low
ES-2012-DB1361548-41136;5426;Not Returned;Standard Class;Medium
ES-2012-DB1361548-41161;5427;Not Returned;Second Class;Critical
ES-2012-DB1361548-41216;5428;Not Returned;Same Day;High
ES-2012-DC1285045-41123;5429;Not Returned;Standard Class;High
ES-2012-DC1328545-41230;5430;Not Returned;Standard Class;Medium
ES-2012-DC1328548-41081;5431;Not Returned;Standard Class;Medium
ES-2012-DD13570120-40919;5432;Not Returned;Standard Class;High
ES-2012-DD13570139-40911;5433;Not Returned;Standard Class;Medium
ES-2012-DD1357045-40943;5434;Not Returned;Standard Class;Medium
ES-2012-DH1307545-41244;5435;Not Returned;First Class;High
ES-2012-DJ13420120-41268;5436;Not Returned;First Class;High
ES-2012-DJ1342048-41032;5437;Not Returned;Standard Class;Low
ES-2012-DJ1351048-40923;5438;Returned;Second Class;Medium
ES-2012-DJ13630120-41166;5439;Not Returned;Standard Class;Low
ES-2012-DJ1363045-41207;5440;Not Returned;Standard Class;Medium
ES-2012-DJ88887148-41231;5441;Not Returned;Second Class;Critical
ES-2012-DK1289564-41045;5442;Not Returned;Standard Class;Medium
ES-2012-DK1298545-40928;5443;Not Returned;Standard Class;High
ES-2012-DK1322548-41222;5444;Not Returned;First Class;Medium
ES-2012-DL12865139-41150;5445;Not Returned;Standard Class;Medium
ES-2012-DL1286548-41214;5446;Not Returned;Standard Class;Medium
ES-2012-DL1292548-40957;5447;Not Returned;Second Class;Medium
ES-2012-DL13315139-41102;5448;Not Returned;Standard Class;Medium
ES-2012-DL13330139-41018;5449;Not Returned;Standard Class;Medium
ES-2012-DL1333048-41177;5450;Not Returned;Standard Class;Medium
ES-2012-Dl1360064-40983;5451;Not Returned;Standard Class;High
ES-2012-DM1295548-41100;5452;Returned;Standard Class;Medium
ES-2012-DM1301564-40988;5453;Not Returned;Second Class;Critical
ES-2012-DM13345120-41262;5454;Not Returned;Standard Class;Medium
ES-2012-DM13345139-41165;5455;Not Returned;Standard Class;Medium
ES-2012-DN13690120-41247;5456;Not Returned;First Class;High
ES-2012-DO1343548-41131;5457;Not Returned;First Class;High
ES-2012-DO1364548-41151;5458;Not Returned;Standard Class;Medium
ES-2012-DO1364564-41147;5459;Not Returned;Second Class;Medium
ES-2012-DP1300045-41181;5460;Not Returned;Standard Class;High
ES-2012-DP1300045-41227;5461;Not Returned;First Class;Medium
ES-2012-DP1310545-40915;5462;Not Returned;First Class;Medium
ES-2012-DP1316545-41159;5463;Not Returned;Same Day;Medium
ES-2012-DP1316548-41040;5464;Not Returned;Standard Class;High
ES-2012-DP1316548-41055;5465;Not Returned;First Class;Medium
ES-2012-DP1316564-40970;5466;Not Returned;Standard Class;Low
ES-2012-DP1339045-41046;5467;Not Returned;Same Day;Medium
ES-2012-DR12880120-41116;5468;Not Returned;Standard Class;Medium
ES-2012-DR1288048-41016;5469;Not Returned;Standard Class;Medium
ES-2012-DR1294048-41087;5470;Not Returned;Standard Class;Low
ES-2012-DW1348045-41163;5471;Not Returned;First Class;High
ES-2012-DW134808-41269;5472;Not Returned;First Class;Medium
ES-2012-DW13540139-41258;5473;Not Returned;Standard Class;Medium
ES-2012-EB13705120-40941;5474;Not Returned;Second Class;High
ES-2012-EB1370545-41002;5475;Not Returned;Standard Class;Medium
ES-2012-EB1370545-41095;5476;Not Returned;Standard Class;Medium
ES-2012-EB1370548-41170;5477;Not Returned;Standard Class;Medium
ES-2012-EB1375045-40947;5478;Not Returned;Standard Class;Medium
ES-2012-EB1384048-41247;5479;Not Returned;Standard Class;High
ES-2012-EB1411048-40981;5480;Not Returned;Second Class;Critical
ES-2012-EC1405014-41271;5481;Not Returned;Standard Class;Low
ES-2012-EH1376545-40925;5482;Not Returned;Second Class;High
ES-2012-EH14005139-41065;5483;Not Returned;Standard Class;High
ES-2012-EH1412545-41041;5484;Not Returned;Standard Class;High
ES-2012-EH1418548-41135;5485;Not Returned;Second Class;High
ES-2012-EJ1372096-40988;5486;Not Returned;Standard Class;Medium
ES-2012-EJ14155139-41066;5487;Not Returned;Standard Class;High
ES-2012-EL1373548-40968;5488;Not Returned;Second Class;Medium
ES-2012-EM1381048-41146;5489;Not Returned;Standard Class;Medium
ES-2012-EM13960139-41152;5490;Not Returned;Second Class;Medium
ES-2012-EM1396064-40919;5491;Not Returned;Standard Class;Medium
ES-2012-EM14140139-41073;5492;Not Returned;Standard Class;High
ES-2012-EM1420048-41032;5493;Not Returned;Standard Class;High
ES-2012-EN1378045-40985;5494;Not Returned;Standard Class;High
ES-2012-EP1391548-41120;5495;Not Returned;Second Class;Critical
ES-2012-ER13855120-41159;5496;Returned;Second Class;Critical
ES-2012-ES1402045-41102;5497;Not Returned;First Class;High
ES-2012-FC14245139-41135;5498;Not Returned;Same Day;Medium
ES-2012-FC1424544-41257;5499;Not Returned;Standard Class;Medium
ES-2012-FC14335139-41143;5500;Not Returned;Standard Class;Medium
ES-2012-FH14350139-41167;5501;Not Returned;Standard Class;High
ES-2012-FM1421545-41178;5502;Not Returned;First Class;Medium
ES-2012-FM1421548-40933;5503;Not Returned;Standard Class;Medium
ES-2012-FM1421548-41005;5504;Not Returned;Second Class;Medium
ES-2012-FO14305120-41067;5505;Not Returned;Standard Class;Medium
ES-2012-FO1430545-40933;5506;Not Returned;Standard Class;Medium
ES-2012-FO1430545-41141;5507;Not Returned;Same Day;High
ES-2012-FO1430548-41101;5508;Not Returned;Second Class;Medium
ES-2012-FO143058-41086;5509;Not Returned;Second Class;High
ES-2012-GA1451545-41192;5510;Not Returned;Same Day;Medium
ES-2012-GA1451548-41123;5511;Not Returned;Second Class;Critical
ES-2012-GB1453045-40946;5512;Not Returned;Standard Class;High
ES-2012-GB1457548-41269;5513;Not Returned;First Class;Critical
ES-2012-GH14410139-41138;5514;Not Returned;Second Class;Medium
ES-2012-GH1442545-41067;5515;Not Returned;Standard Class;Medium
ES-2012-GH14485139-41054;5516;Returned;Standard Class;Medium
ES-2012-GH1448545-40940;5517;Not Returned;Second Class;High
ES-2012-GH1448545-41174;5518;Not Returned;Second Class;High
ES-2012-GK14620139-41063;5519;Not Returned;Standard Class;Medium
ES-2012-GM1444096-41268;5520;Not Returned;Standard Class;Medium
ES-2012-GM1469545-41027;5521;Not Returned;Standard Class;Medium
ES-2012-GP14740120-41261;5522;Not Returned;Standard Class;Medium
ES-2012-GT14635120-41158;5523;Not Returned;Same Day;Medium
ES-2012-GT1463564-41049;5524;Not Returned;Standard Class;Medium
ES-2012-GT14710120-41198;5525;Not Returned;Standard Class;Low
ES-2012-GT1475548-41215;5526;Not Returned;Standard Class;Medium
ES-2012-GT1475564-41131;5527;Not Returned;First Class;Critical
ES-2012-HA14920120-40953;5528;Not Returned;Second Class;Medium
ES-2012-HA1492064-41214;5529;Not Returned;Standard Class;Medium
ES-2012-HD1478548-41068;5530;Not Returned;Same Day;Critical
ES-2012-HE1480014-41072;5531;Not Returned;First Class;High
ES-2012-HF1499548-41245;5532;Not Returned;First Class;Medium
ES-2012-HG14845120-41263;5533;Not Returned;Second Class;High
ES-2012-HG15025139-41173;5534;Not Returned;Standard Class;High
ES-2012-HG1502545-40934;5535;Not Returned;Same Day;Medium
ES-2012-HG1502548-40992;5536;Not Returned;Second Class;High
ES-2012-HH1501045-41173;5537;Not Returned;Standard Class;Medium
ES-2012-HH1501048-41096;5538;Not Returned;Standard Class;Medium
ES-2012-HJ1487545-41027;5539;Not Returned;Second Class;High
ES-2012-HK14890125-40979;5540;Not Returned;Standard Class;Medium
ES-2012-HK1489045-41216;5541;Not Returned;Second Class;Critical
ES-2012-HL1504045-41034;5542;Not Returned;Standard Class;High
ES-2012-HL1504048-41173;5543;Not Returned;Standard Class;Medium
ES-2012-HM1486064-41238;5544;Not Returned;First Class;Medium
ES-2012-HP14815139-40992;5545;Not Returned;First Class;Critical
ES-2012-HR14770120-40948;5546;Not Returned;Standard Class;Medium
ES-2012-IL1510045-41220;5547;Not Returned;First Class;High
ES-2012-IM1505548-40940;5548;Not Returned;Standard Class;Medium
ES-2012-JA15970139-41080;5549;Returned;Standard Class;Medium
ES-2012-JA1597064-41081;5550;Not Returned;Standard Class;Medium
ES-2012-JB1592591-41167;5551;Not Returned;Second Class;Medium
ES-2012-JB16000139-41056;5552;Not Returned;Standard Class;High
ES-2012-JB1604548-41189;5553;Not Returned;Standard Class;High
ES-2012-JC1577548-41167;5554;Not Returned;Standard Class;Medium
ES-2012-JC1577548-41195;5555;Returned;First Class;Critical
ES-2012-JC1610514-40963;5556;Not Returned;Standard Class;Medium
ES-2012-JD16015120-41077;5557;Not Returned;Standard Class;Low
ES-2012-JD16015125-41125;5558;Not Returned;Second Class;Medium
ES-2012-JD1601545-41098;5559;Not Returned;Standard Class;High
ES-2012-JD1606045-40961;5560;Not Returned;Second Class;High
ES-2012-JE1561048-41225;5561;Not Returned;First Class;High
ES-2012-JE1571548-41233;5562;Not Returned;Second Class;Medium
ES-2012-JF1519045-40993;5563;Not Returned;First Class;Medium
ES-2012-JF1529545-41128;5564;Not Returned;Second Class;Medium
ES-2012-JF1535548-41030;5565;Not Returned;Standard Class;Low
ES-2012-JF153558-41077;5566;Not Returned;Standard Class;Medium
ES-2012-JF1549064-40968;5567;Not Returned;Standard Class;Medium
ES-2012-JF154908-41259;5568;Not Returned;Standard Class;Medium
ES-2012-JF15565139-41135;5569;Not Returned;Same Day;Critical
ES-2012-JF1556564-41075;5570;Not Returned;First Class;High
ES-2012-JG1511564-41213;5571;Not Returned;Standard Class;Medium
ES-2012-JG1531045-41097;5572;Not Returned;Second Class;Medium
ES-2012-JG1531045-41123;5573;Not Returned;Standard Class;Medium
ES-2012-JH15820139-41012;5574;Not Returned;Standard Class;High
ES-2012-JH1591048-41159;5575;Not Returned;First Class;High
ES-2012-JH1591048-41192;5576;Not Returned;First Class;High
ES-2012-JH16180139-41090;5577;Returned;First Class;High
ES-2012-JH1618048-40996;5578;Not Returned;First Class;Critical
ES-2012-JJ1544545-41153;5579;Not Returned;Standard Class;Medium
ES-2012-JJ1576045-41185;5580;Not Returned;Standard Class;Medium
ES-2012-JK1564048-41191;5581;Returned;Standard Class;Medium
ES-2012-JK156408-41261;5582;Not Returned;Standard Class;Medium
ES-2012-JK16090120-41166;5583;Not Returned;Standard Class;Medium
ES-2012-JK1609048-41077;5584;Not Returned;Second Class;Medium
ES-2012-JK1612048-41257;5585;Not Returned;Standard Class;Medium
ES-2012-JL1513045-41146;5586;Not Returned;Standard Class;Medium
ES-2012-JL1513064-41061;5587;Not Returned;Standard Class;High
ES-2012-JL15235120-40976;5588;Not Returned;First Class;Medium
ES-2012-JM1525064-41131;5589;Not Returned;Standard Class;Medium
ES-2012-JM1526545-41076;5590;Not Returned;First Class;Critical
ES-2012-JM15580139-40941;5591;Not Returned;First Class;High
ES-2012-JM1558045-41086;5592;Not Returned;Standard Class;High
ES-2012-JM16195120-41243;5593;Not Returned;First Class;Medium
ES-2012-JO1514545-41072;5594;Not Returned;Standard Class;High
ES-2012-JO1514564-41216;5595;Not Returned;First Class;High
ES-2012-JO1555045-41129;5596;Not Returned;Standard Class;High
ES-2012-JP15460125-40949;5597;Not Returned;Standard Class;Medium
ES-2012-JP15520139-41132;5598;Not Returned;First Class;Critical
ES-2012-JP16135120-41087;5599;Not Returned;Standard Class;Medium
ES-2012-JS1568548-41226;5600;Not Returned;Second Class;Medium
ES-2012-JS1594064-40932;5601;Not Returned;Second Class;High
ES-2012-JS16030120-41019;5602;Not Returned;Standard Class;Medium
ES-2012-JW1607545-41009;5603;Not Returned;Standard Class;Medium
ES-2012-KA1652548-40981;5604;Not Returned;First Class;Critical
ES-2012-KA1652564-41258;5605;Not Returned;Second Class;Medium
ES-2012-KB162408-41191;5606;Returned;First Class;Critical
ES-2012-KB1624091-41040;5607;Not Returned;Standard Class;Medium
ES-2012-KB16315139-41075;5608;Not Returned;Second Class;Medium
ES-2012-KB1631545-41126;5609;Not Returned;Standard Class;Medium
ES-2012-KB1631545-41156;5610;Not Returned;Standard Class;Medium
ES-2012-KD1627048-41171;5611;Not Returned;Second Class;High
ES-2012-KD1627048-41213;5612;Not Returned;Standard Class;Medium
ES-2012-KD166158-41201;5613;Not Returned;Standard Class;High
ES-2012-KH1651045-41129;5614;Not Returned;First Class;Medium
ES-2012-KH1663045-40957;5615;Not Returned;Standard Class;Medium
ES-2012-KH1663048-40941;5616;Not Returned;First Class;High
ES-2012-KH1669048-41165;5617;Not Returned;Standard Class;Medium
ES-2012-KL16645120-40941;5618;Not Returned;Second Class;Medium
ES-2012-KM1637545-41047;5619;Not Returned;Second Class;High
ES-2012-KM1666045-41123;5620;Not Returned;Standard Class;High
ES-2012-KM1666048-41129;5621;Not Returned;First Class;Critical
ES-2012-KM1666048-41249;5622;Not Returned;Second Class;Medium
ES-2012-KN16450139-41244;5623;Not Returned;Standard Class;Medium
ES-2012-KN1645048-41215;5624;Not Returned;First Class;High
ES-2012-KN16705120-41193;5625;Not Returned;Same Day;Medium
ES-2012-KN16705120-41257;5626;Returned;Standard Class;Medium
ES-2012-KN1670545-41143;5627;Not Returned;Second Class;Medium
ES-2012-KS16300139-41129;5628;Not Returned;Standard Class;Medium
ES-2012-KS1630045-41250;5629;Not Returned;Standard Class;Medium
ES-2012-KW1643548-41168;5630;Not Returned;Standard Class;High
ES-2012-KW1657045-41043;5631;Not Returned;Second Class;High
ES-2012-LA1678045-41263;5632;Not Returned;Standard Class;Medium
ES-2012-LB16735125-40998;5633;Not Returned;Standard Class;Medium
ES-2012-LB167358-41228;5634;Not Returned;Second Class;Medium
ES-2012-LC1687045-41072;5635;Not Returned;Second Class;Medium
ES-2012-LC1688548-41179;5636;Not Returned;Second Class;High
ES-2012-LC1693045-41004;5637;Not Returned;Standard Class;High
ES-2012-LC17140139-41142;5638;Not Returned;Second Class;High
ES-2012-LD1685548-41145;5639;Not Returned;Same Day;Medium
ES-2012-LD1685548-41147;5640;Not Returned;Standard Class;Medium
ES-2012-LD1700545-41116;5641;Not Returned;Standard Class;Medium
ES-2012-LE1681045-41017;5642;Not Returned;Standard Class;Medium
ES-2012-LH1702048-41055;5643;Not Returned;Standard Class;Medium
