TransactionKey;ProductKey;CustomerKey;OrderKey;OrderDateKey;ShipDateKey;SellerKey;Sales;Quantity;Discount;Profit;Shipping Cost
13925;257;953;7108;753;774;335;43.65;3;0;9.54;6.49
13926;2544;953;7109;740;764;830;149.526;1;0.1;4.956;18.59
13927;477;428;7110;779;803;1198;86.7;5;0;23.4;5.6
13928;460;428;7110;779;803;1198;13.98;2;0;6.84;1.8
13929;217;428;7111;929;955;1258;50.04;3;0;18.99;8.07
13930;474;428;7111;929;955;1258;52.8;2;0;26.4;3.04
13931;2914;428;7112;1027;1053;1049;163.68;4;0;24.48;10.8
13932;247;86;7113;897;926;866;286.26;2;0;114.48;25
13933;17;86;7114;924;952;934;415.44;3;0;16.56;38.31
13934;128;86;7115;975;997;1017;266.58;6;0;87.84;128.32
13935;58;86;7115;975;997;1017;328.14;6;0;81.9;30.71
13936;2453;86;7115;975;997;1017;12.51;3;0;3.42;2.38
13937;2933;86;7116;861;887;816;98.04;4;0;39.12;9.71
13938;3474;86;7117;1042;1067;891;62.1;5;0;14.85;13.12
13939;3185;396;7118;779;803;1256;667.9215;3;0.15;-110.0385;52.51
13940;260;396;7118;779;803;1256;231.066;2;0.1;84.666;30.22
13941;507;396;7118;779;803;1256;12.24;2;0;0.48;1.38
13942;3078;396;7119;794;816;1025;331.92;4;0;53.04;35.96
13943;2865;396;7119;794;816;1025;141.3;6;0;26.82;24.63
13944;2984;119;7120;911;933;1174;348.81;7;0;34.86;85.76
13945;433;119;7121;979;1007;961;90.18;2;0;45.06;5.57
13946;260;80;7122;957;984;1435;256.74;2;0;110.34;19.43
13947;3489;83;7123;955;982;1331;36.072;2;0.6;-48.708;2.04
13948;76;83;7123;955;982;1331;13.98;2;0.5;-3.96;1.99
13949;3307;83;7123;955;982;1331;19.77;2;0.5;-3.21;1.25
13950;3490;83;7124;994;1018;1307;1306.467;6;0.15;107.487;233.74
13951;2687;207;7125;758;784;898;448.3665;3;0.15;-52.7535;29.15
13952;3071;207;7125;758;784;898;262.089;1;0.15;-12.351;8.9
13953;2331;207;7125;758;784;898;60.48;4;0;21.72;5.6
13954;3291;28;7126;840;868;915;146.475;3;0.65;-167.445;16.29
13955;2874;28;7127;855;882;1120;206.64;8;0;72.24;16.69
13956;1748;28;7128;923;947;772;221.85;3;0;22.14;19.28
13957;1579;28;7129;1054;1081;1436;153.657;3;0.1;52.857;19.26
13958;2626;28;7129;1054;1081;1436;14.76;1;0;2.34;1.13
13959;1748;28;7130;831;858;38;147.9;2;0;14.76;6.14
13960;2241;53;7131;841;866;1437;96.78;2;0;0;18.42
13961;353;53;7131;841;866;1437;380.64;13;0;18.72;17.23
13962;251;53;7132;858;883;800;76.8;2;0.2;12.48;22.67
13963;2901;53;7132;858;883;800;15.12;1;0.1;4.53;2.58
13964;168;43;7133;930;959;1438;326.64;8;0;42.24;20.33
13965;200;43;7134;1019;1047;944;1103.04;8;0;529.44;64.54
13966;2987;43;7134;1019;1047;944;771.282;6;0.1;162.702;56.93
13967;3030;43;7134;1019;1047;944;389.61;3;0;15.57;27.56
13968;3064;43;7134;1019;1047;944;215.55;3;0;94.77;16.56
13969;2788;43;7134;1019;1047;944;132.63;1;0;6.63;6.69
13970;2641;43;7134;1019;1047;944;48.6;5;0.1;8.55;2.92
13971;3491;43;7135;882;909;1022;989.04;4;0.5;-435.24;119.1
13972;481;43;7135;882;909;1022;491.76;4;0;4.8;51.6
13973;185;43;7135;882;909;1022;157.77;3;0;37.8;22.26
13974;6;43;7135;882;909;1022;111.12;4;0;18.84;20.46
13975;2209;43;7135;882;909;1022;84.78;3;0;17.73;9.55
13976;372;43;7135;882;909;1022;66.48;4;0;10.56;7.91
13977;3376;43;7135;882;909;1022;66.348;1;0.4;-36.492;6.93
13978;2937;43;7135;882;909;1022;18.99;3;0;0.72;2.29
13979;2866;43;7135;882;909;1022;13.83;1;0;5.1;1.9
13980;3370;1115;7136;873;898;1050;292.44;4;0;35.04;72.72
13981;882;1218;7137;808;830;1290;14.955;1;0.5;-3.015;1.55
13982;412;61;7138;877;903;827;51.84;1;0;7.77;6.97
13983;198;446;7139;940;966;766;246.6;5;0;27;32.06
13984;3199;296;7140;1023;1051;1439;1051.824;8;0.15;-111.456;28.26
13985;3492;1204;7141;993;1021;934;215.1;6;0;30.06;23.5
13986;3079;1204;7141;993;1021;934;30.96;3;0;9.54;7.41
13987;2937;1204;7141;993;1021;934;18.99;3;0;0.72;2.03
13988;3058;1204;7142;1045;1069;969;244.2;5;0;29.25;49.29
13989;3112;1204;7142;1045;1069;969;165.24;3;0.1;38.52;16.81
13990;2452;1204;7142;1045;1069;969;151.38;3;0;2.97;6.1
13991;2834;1240;7143;747;769;1216;292.734;6;0.1;35.694;21.34
13992;2464;1240;7143;747;769;1216;49.68;2;0;23.34;5.76
13993;3121;187;7144;725;749;772;344.37;13;0;61.62;21.49
13994;12;187;7144;725;749;772;57.15;5;0;20.55;4.56
13995;2154;187;7144;725;749;772;88.44;4;0;15.84;4.29
13996;2958;187;7145;805;829;894;507.276;4;0.1;174.636;38.34
13997;359;187;7146;938;966;930;340.62;7;0;160.02;25.3
13998;3075;1125;7147;721;742;793;3801.63;7;0;1444.59;465.02
13999;3306;1125;7147;721;742;793;333.36;8;0;16.56;16.08
14000;2626;1125;7147;721;742;793;73.44;4;0;13.2;13.4
14001;3493;1125;7148;1039;1066;1021;336.72;8;0;63.84;8.42
14002;2363;1125;7148;1039;1066;1021;41.463;1;0.15;11.703;1.46
14003;469;1263;7149;871;899;964;222.705;1;0.65;-273.615;21.77
14004;140;1263;7149;871;899;964;109.095;7;0.5;-59.115;8.88
14005;3494;1263;7149;871;899;964;60.615;9;0.5;-54.675;3.54
14006;3495;1263;7150;908;937;901;1771.74;6;0;0;101.9
14007;2541;1263;7150;908;937;901;86.292;4;0.1;-7.788;12.76
14008;3088;37;7151;779;804;1315;258.9;5;0;46.5;25.99
14009;3022;37;7151;779;804;1315;245.916;4;0.1;79.236;22.5
14010;324;37;7151;779;804;1315;63.36;3;0;10.08;8.71
14011;955;37;7152;751;774;1440;19.2;1;0;4.41;1.55
14012;2938;25;7153;1036;1062;38;497.16;4;0;168.96;96.84
14013;311;54;7154;1063;1088;793;17.46;1;0;8.37;4.61
14014;2926;54;7155;863;886;1441;44.94;2;0;0;13.31
14015;2658;54;7155;863;886;1441;28.86;2;0;0.24;4.11
14016;354;54;7155;863;886;1441;13.44;1;0;4.95;2.01
14017;3045;54;7156;1058;1087;1116;259.77;7;0;38.85;34.13
14018;2624;54;7156;1058;1087;1116;30.564;2;0.1;12.564;1.84
14019;2357;1143;7157;800;822;1112;120.48;4;0;22.8;3.48
14020;2575;1143;7158;986;1011;793;450.48;4;0;225.24;79.74
14021;3007;1143;7158;986;1011;793;573.48;4;0;126.12;54.81
14022;2982;1143;7158;986;1011;793;122.04;4;0;1.2;22.08
14023;2622;1143;7158;986;1011;793;59.16;2;0;10.02;10.7
14024;65;1143;7158;986;1011;793;62.775;3;0.1;7.605;6.77
14025;2873;1143;7158;986;1011;793;11.61;3;0;1.08;2.54
14026;493;187;7159;1020;1048;151;357.102;2;0.1;154.722;18.43
14027;2441;1319;7160;1008;1030;845;40.71;1;0;19.53;4.94
14028;3111;178;7161;1013;1039;1303;1268.784;3;0.1;14.094;157.98
14029;3496;178;7162;712;732;969;970.272;2;0.1;215.592;106.15
14030;2991;178;7163;824;846;1393;157.95;3;0;69.48;23.17
14031;3119;345;7164;960;986;846;269.19;3;0;91.44;13.3
14032;2714;345;7164;960;986;846;95.94;2;0;17.22;7.44
14033;134;345;7164;960;986;846;46.08;2;0;5.52;3.87
14034;3382;1335;7165;1069;1094;1442;1946.313;6;0.15;114.453;337.93
14035;951;1335;7165;1069;1094;1442;85.5;3;0;8.55;6.29
14036;519;1335;7166;815;838;800;720.48;5;0.2;135.03;114.97
14037;3337;1335;7166;815;838;800;123.552;4;0.2;37.032;16.69
14038;3497;1335;7166;815;838;800;78.273;1;0.1;10.413;7.09
14039;2834;1335;7167;821;844;800;130.104;3;0.2;1.584;23.09
14040;2837;207;7168;922;947;924;129;5;0;55.35;16.37
14041;3291;207;7169;788;812;816;279;2;0;69.72;31.26
14042;3441;207;7170;969;998;800;313.248;4;0.2;27.408;47.2
14043;3006;207;7170;969;998;800;214.92;2;0.1;50.1;33.13
14044;1385;207;7170;969;998;800;134.784;3;0.1;34.434;12.63
14045;3498;282;7171;774;798;1443;231.525;7;0.1;79.695;23.47
14046;3307;282;7171;774;798;1443;98.85;5;0;41.4;14.13
14047;311;282;7171;774;798;1443;52.38;3;0;25.11;7.93
14048;301;1382;7172;808;832;1054;615.384;11;0.1;204.864;29.45
14049;349;1382;7173;1011;1037;1396;62.16;4;0;20.4;2.67
14050;1976;1382;7174;1054;1080;800;307.152;6;0.1;-30.888;113.42
14051;2900;1382;7174;1054;1080;800;364.284;4;0.1;-32.436;105.72
14052;2993;1382;7174;1054;1080;800;76.707;3;0.1;27.207;21.1
14053;2836;596;7175;939;966;933;50.7;2;0;13.68;5.18
14054;63;596;7176;831;856;1444;172.53;1;0;86.25;23.57
14055;3499;596;7176;831;856;1444;86.94;2;0;4.32;16.79
14056;3500;596;7176;831;856;1444;116.52;2;0;51.24;13.77
14057;2727;596;7176;831;856;1444;30.66;2;0;1.5;3.36
14058;2762;68;7177;973;1000;1445;241.65;5;0;9.6;36.08
14059;2850;68;7177;973;1000;1445;28.38;2;0;5.94;3.59
14060;129;68;7178;1032;1060;772;19.56;4;0;4.68;2.21
14061;202;83;7179;1036;1063;798;334.74;7;0;43.47;17.79
14062;3073;83;7179;1036;1063;798;44.469;1;0.1;6.909;5.11
14063;2405;83;7179;1036;1063;798;18.54;2;0;8.1;3.04
14064;470;243;7180;964;991;793;520.68;2;0;93.72;40.14
14065;2515;243;7180;964;991;793;93.6;3;0;12.15;8.05
14066;2602;243;7181;881;907;1446;438.96;4;0;140.4;24.18
14067;2821;243;7181;881;907;1446;146.34;3;0;7.29;16.99
14068;2968;243;7181;881;907;1446;44.28;4;0;13.68;1.99
14069;2331;50;7182;967;994;800;27.216;2;0.1;7.836;4.44
14070;325;280;7183;1026;1052;1447;75.9;5;0;1.5;31.4
14071;257;280;7183;1026;1052;1447;29.1;2;0;6.36;8.81
14072;2281;581;7184;941;966;1396;497.64;2;0;179.1;107.94
14073;3468;581;7184;941;966;1396;450.36;4;0.1;190.08;43.4
14074;2866;581;7184;941;966;1396;96.81;7;0;35.7;19.85
14075;219;581;7184;941;966;1396;100.92;2;0;1.98;17.39
14076;3501;581;7184;941;966;1396;6;1;0;1.26;2.03
14077;3191;34;7185;752;775;1050;246.105;5;0.1;-0.045;14.67
14078;278;34;7185;752;775;1050;122.94;3;0;17.19;11.5
14079;82;34;7185;752;775;1050;188.16;8;0;3.6;9.37
14080;2035;34;7185;752;775;1050;122.85;9;0;17.01;2.24
14081;257;34;7185;752;775;1050;14.55;1;0;3.18;1.96
14082;2318;173;7186;732;753;1119;66.6;6;0;15.84;5.73
14083;3415;173;7187;883;909;239;244.35;5;0;109.95;26.26
14084;2172;173;7187;883;909;239;82.89;3;0;12.42;5.48
14085;460;173;7187;883;909;239;27.96;4;0;13.68;1.89
14086;5;121;7188;856;882;1158;83.592;4;0.1;21.312;6.46
14087;2920;121;7189;857;885;151;737.586;6;0.1;147.366;68.9
14088;47;121;7189;857;885;151;179.172;4;0.1;35.772;9.97
14089;3293;121;7189;857;885;151;55.458;2;0.1;11.058;6.28
14090;2545;121;7189;857;885;151;78.57;5;0.1;-6.18;5.24
14091;2452;121;7190;741;764;925;201.84;4;0;3.96;10.35
14092;3308;356;7191;713;735;1448;1027.62;2;0.1;296.82;27.29
14093;3399;25;7192;794;819;1449;323.4;7;0;70.98;19.95
14094;198;25;7192;794;819;1449;98.64;2;0;10.8;10.74
14095;389;25;7193;1022;1048;42;141.3;3;0;40.95;24.86
14096;149;34;7194;852;879;1265;1062.81;7;0;265.65;59.83
14097;218;34;7194;852;879;1265;181.26;6;0;28.98;17.01
14098;178;34;7194;852;879;1265;96.714;2;0.1;2.094;7.48
14099;251;885;7195;973;999;800;192;5;0.2;31.2;14.59
14100;2847;885;7195;973;999;800;90.828;2;0.1;29.208;4.29
14101;3438;885;7196;1028;1055;931;40.95;1;0;15.96;1.52
14102;2822;178;7197;1027;1055;1232;1908.18;3;0;820.44;253.26
14103;2748;178;7197;1027;1055;1232;799.83;3;0;167.94;91.71
14104;462;1229;7198;884;912;1311;1954.44;3;0;781.74;234.61
14105;3193;1229;7198;884;912;1311;905.13;3;0;81.45;183.08
14106;312;1229;7198;884;912;1311;116.04;4;0;12.72;19.66
14107;92;1229;7198;884;912;1311;194.4;4;0;83.52;19.02
14108;218;1229;7198;884;912;1311;90.63;3;0;14.49;14.54
14109;2638;1229;7198;884;912;1311;56.82;2;0;27.84;6.88
14110;2701;1229;7199;880;908;482;68.904;2;0.4;11.484;5.69
14111;2583;61;7200;960;987;810;35.04;4;0;5.52;1.63
14112;3502;61;7201;846;872;816;216.945;5;0.1;33.645;40.45
14113;142;61;7201;846;872;816;39.78;3;0;18.27;6.1
14114;405;248;7202;973;999;1010;322.218;2;0.15;-30.342;32.72
14115;125;248;7202;973;999;1010;207.12;4;0;6.12;15.46
14116;3085;248;7202;973;999;1010;65.79;3;0;14.4;4.72
14117;65;248;7203;1068;1093;816;146.475;7;0.1;17.745;22.35
14118;2331;694;7204;869;894;1450;30.24;2;0;10.86;2.33
14119;11;694;7204;869;894;1450;10.53;1;0;2.4;1.89
14120;2633;694;7205;866;892;504;1579.86;6;0;31.5;92.01
14121;3229;694;7206;904;927;768;47.52;4;0;9.48;9.53
14122;2842;694;7207;714;737;1451;2756.943;7;0.1;1163.883;255.56
14123;2615;694;7207;714;737;1451;39.72;2;0;17.82;4.34
14124;2645;209;7208;802;827;1241;285.66;6;0;54.18;1.61
14125;3492;280;7209;1057;1084;1133;35.85;1;0;5.01;2.1
14126;2233;183;7210;755;777;775;307.86;14;0;141.54;32.29
14127;3126;183;7210;755;777;775;226.08;4;0;63.24;9.9
14128;2533;183;7210;755;777;775;87.9;2;0;3.48;6.31
14129;184;183;7211;924;950;1165;52.47;3;0;18.36;7.75
14130;259;183;7211;924;950;1165;18.12;4;0;9;2.69
14131;2989;201;7212;788;813;1082;245.76;8;0;73.68;30.65
14132;119;248;7213;951;978;797;231.6;5;0;60.15;16.4
14133;351;161;7214;967;993;772;42;5;0;0.3;5.74
14134;286;161;7215;1012;1040;873;47.34;2;0.5;-17.1;4.13
14135;472;546;7216;1057;1085;1452;71.1;5;0;1.35;7.07
14136;3029;399;7217;1052;1077;1072;810.15;5;0;24.3;167.11
14137;348;399;7217;1052;1077;1072;571.83;7;0;34.23;156.84
14138;115;399;7217;1052;1077;1072;34.2;6;0;14.22;7.99
14139;353;50;7218;889;916;793;87.84;3;0;4.32;2.33
14140;152;50;7218;889;916;793;17.88;1;0;4.8;1.25
14141;2588;50;7219;793;818;151;13.527;1;0.1;4.497;1.17
14142;2668;50;7220;1021;1050;1396;75.24;3;0;9;1.99
14143;2548;1638;7221;754;776;1283;1083.75;2;0.15;165.75;158.99
14144;82;1638;7221;754;776;1283;70.56;3;0;1.35;14.4
14145;3175;1638;7222;927;951;1453;1281.834;4;0.15;105.474;138.75
14146;2853;1638;7222;927;951;1453;239.1;5;0;54.9;31.5
14147;2942;61;7223;866;890;768;225.36;4;0;67.56;25.13
14148;3442;61;7223;866;890;768;11.34;1;0;1.68;2.14
14149;3503;187;7224;841;867;1050;1900.95;5;0;589.2;506.89
14150;462;187;7224;841;867;1050;2605.92;4;0;1042.32;326.05
14151;2524;187;7224;841;867;1050;725.49;5;0.1;144.99;70.03
14152;2677;187;7224;841;867;1050;147.84;4;0;33.96;29.21
14153;437;187;7224;841;867;1050;91.68;8;0;23.76;12.07
14154;2427;187;7224;841;867;1050;31.482;2;0.1;0.642;3.57
14155;2627;50;7225;975;1002;778;1553.76;6;0;730.26;119.71
14156;1602;50;7225;975;1002;778;314.415;3;0.15;36.945;27.51
14157;154;50;7225;975;1002;778;154.953;3;0.1;-5.247;7.9
14158;2973;50;7225;975;1002;778;83.58;2;0;0;4.27
14159;2556;50;7225;975;1002;778;24.48;3;0;11.43;2.02
14160;3469;50;7226;1057;1085;868;226.2;5;0;61.05;30.26
14161;257;50;7226;1057;1085;868;58.2;4;0;12.72;6.32
14162;138;221;7227;957;986;1285;135.96;2;0;12.18;7.3
14163;3057;221;7227;957;986;1285;42.309;1;0.1;3.279;6.17
14164;520;221;7228;1007;1035;928;50.7;2;0;22.8;4.06
14165;2509;321;7229;737;760;832;90.96;2;0;2.7;6.08
14166;2565;321;7229;737;760;832;98.46;2;0;39.36;5.03
14167;3316;321;7229;737;760;832;36.12;1;0;7.2;3.71
14168;1664;321;7229;737;760;832;88.47;3;0;18.54;3.2
14169;2479;321;7230;1069;1098;969;911.52;6;0;54.54;68.34
14170;249;178;7231;883;905;793;2476.08;6;0;1015.02;234.79
14171;367;178;7231;883;905;793;57.96;4;0;19.08;7.41
14172;3504;178;7232;755;778;1287;206.85;7;0;1.89;7.45
14173;303;178;7233;975;1002;944;189.621;1;0.1;31.581;20.96
14174;261;178;7234;1051;1079;943;30.15;3;0;14.76;3.02
14175;3051;1697;7235;1007;1034;1451;110.721;2;0.15;-14.379;14.83
14176;2489;1697;7235;1007;1034;1451;61.56;2;0;16.62;10.79
14177;300;1056;7236;1048;1075;1378;572.67;3;0.1;178.11;47.24
14178;3505;1056;7236;1048;1075;1378;482.112;4;0.1;155.232;43.15
14179;2572;1056;7236;1048;1075;1378;225.8025;1;0.15;-37.2075;14.65
14180;8;1056;7237;804;826;1055;593.73;5;0.4;-296.97;61.02
14181;174;1056;7237;804;826;1055;19.08;4;0;8.16;6.77
14182;390;1056;7237;804;826;1055;11.55;1;0;2.76;1.73
14183;1499;716;7238;974;1001;768;55.38;2;0;4.38;3.48
14184;3482;1719;7239;959;983;770;254.85;5;0;12.6;102.71
14185;3391;1719;7239;959;983;770;44.37;1;0;10.2;3.82
14186;253;178;7240;881;903;798;71.52;8;0;23.52;9.37
14187;259;178;7240;881;903;798;27.18;6;0;13.5;5.26
14188;12;34;7241;843;868;911;34.29;3;0;12.33;2.45
14189;3353;34;7242;968;991;1181;221.508;2;0.1;68.868;13.21
14190;3506;34;7242;968;991;1181;18.24;2;0;7.98;6.41
14191;2514;1057;7243;870;894;1084;1552.5;6;0;62.1;252.17
14192;208;483;7244;734;754;793;22.86;3;0;10.26;2.86
14193;2937;483;7244;734;754;793;17.37;3;0;4.68;1.23
14194;521;483;7245;946;975;790;434.04;4;0;160.56;59.63
14195;388;483;7245;946;975;790;203.16;4;0;26.4;19.44
14196;119;483;7245;946;975;790;138.96;3;0;36.09;7.21
14197;2914;13;7246;963;991;874;81.84;2;0;12.24;10.16
14198;2172;8;7247;734;755;151;74.601;3;0.1;4.131;10.67
14199;418;1799;7248;738;758;1443;135.3;5;0;37.8;12.85
14200;2913;1799;7249;1022;1049;1454;132.15;5;0;2.55;10.08
14201;3370;3;7250;969;997;38;365.55;5;0;43.8;34.29
14202;2523;3;7250;969;997;38;67.2;4;0;20.16;2.98
14203;2701;58;7251;946;973;482;275.616;8;0.4;45.936;17.01
14204;3507;58;7251;946;973;482;145.584;2;0.4;-82.536;5.74
14205;2588;58;7251;946;973;482;15.03;1;0;6;1.86
14206;3079;58;7251;946;973;482;20.64;2;0;6.36;1.44
14207;261;58;7251;946;973;482;30.15;3;0;14.76;1.35
14208;79;31;7252;986;1012;803;1707.21;9;0;341.28;92.49
14209;2862;31;7253;995;1020;839;679.5495;3;0.15;79.8795;27.71
14210;2572;31;7253;995;1020;839;451.605;2;0.15;-74.415;24.49
14211;3508;31;7254;793;817;1455;453.48;2;0.5;0;35.91
14212;366;31;7255;805;830;1192;512.28;2;0;204.9;44.99
14213;41;31;7255;805;830;1192;25.11;3;0;1.71;2.25
14214;1171;31;7256;974;1001;1456;662.112;8;0.4;-386.448;60.69
14215;3147;31;7256;974;1001;1456;230.16;4;0;52.92;30.98
14216;2785;31;7256;974;1001;1456;42.3;5;0;16.05;5.67
14217;3237;855;7257;751;775;914;1973.295;5;0.1;767.295;53.02
14218;3076;855;7257;751;775;914;145.26;3;0;43.56;16.92
14219;302;855;7257;751;775;914;169.74;3;0;74.61;14.32
14220;317;855;7257;751;775;914;13.38;2;0;3.42;1.37
14221;2363;221;7258;1012;1037;780;41.463;1;0.15;11.703;10.98
14222;3228;221;7259;748;771;1127;178.32;4;0;51.6;16.62
14223;2819;221;7259;748;771;1127;107.1;2;0;32.1;11.12
14224;47;221;7259;748;771;1127;99.54;2;0;27.84;9.56
14225;2954;221;7260;796;818;38;54;6;0;7.56;2.52
14226;213;67;7261;867;893;1108;276.15;7;0;16.38;15.18
14227;2676;67;7261;867;893;1108;162.24;8;0;50.16;12.53
14228;2761;67;7261;867;893;1108;123.66;1;0.1;35.7;10.92
14229;3076;67;7261;867;893;1108;338.94;7;0;101.64;7.55
14230;166;67;7261;867;893;1108;96.18;2;0;8.64;3.81
14231;3294;67;7261;867;893;1108;60.57;3;0;29.07;2.31
14232;123;1862;7262;1020;1049;1259;185.76;4;0;18.48;8
14233;2648;1862;7262;1020;1049;1259;81.66;2;0;13.02;6.78
14234;2708;4;7263;833;860;151;261.63;6;0.1;-29.07;23.16
14235;2576;4;7263;833;860;151;117.504;2;0.1;-5.256;5.02
14236;94;4;7263;833;860;151;53.298;3;0.1;0.558;4.91
14237;934;4;7264;766;789;1457;552.501;3;0.1;110.421;53.34
14238;2764;4;7264;766;789;1457;61.47;3;0;10.98;7.16
14239;2604;4;7264;766;789;1457;54.432;3;0.1;-3.078;6.05
14240;2627;1866;7265;1027;1054;926;1812.72;7;0;851.97;52.92
14241;122;1866;7265;1027;1054;926;363.447;3;0.1;149.337;48.31
14242;2946;3;7266;869;895;1324;38.61;3;0;16.2;5.17
14243;3377;3;7267;1047;1077;38;114.78;2;0;5.7;10.04
14244;349;3;7267;1047;1077;38;31.08;2;0;10.2;2.31
14245;2682;3;7267;1047;1077;38;17.4;1;0;1.56;1.45
14246;3381;119;7268;1007;1034;883;360;3;0;21.6;48.91
14247;3202;119;7268;1007;1034;883;435.672;4;0.1;164.472;40.41
14248;2748;119;7269;1069;1099;1254;799.83;3;0;167.94;57.73
14249;4;119;7269;1069;1099;1254;70.8;5;0;26.1;6.69
14250;2624;119;7269;1069;1099;1254;33.96;2;0;15.96;4.17
14251;3509;119;7270;968;994;1412;330.939;3;0.15;27.189;57.36
14252;2518;14;7271;866;892;1458;186.36;4;0;27.84;8.66
14253;205;14;7272;931;958;1459;39.6;3;0;0.72;1.71
14254;361;50;7273;901;927;151;231.39;5;0.1;-2.61;14.24
14255;2563;50;7273;901;927;151;19.044;2;0.4;-0.036;1.06
14256;2612;50;7274;983;1009;873;77.94;6;0.5;-71.82;10.17
14257;389;50;7274;983;1009;873;23.55;1;0.5;-9.9;3.75
14258;2629;435;7275;813;840;861;126.45;5;0;6.3;9.36
14259;449;435;7275;813;840;861;145.05;5;0;59.4;5.47
14260;3131;435;7275;813;840;861;27.81;3;0;12.78;2.09
14261;3269;435;7275;813;840;861;42.15;1;0;13.89;1.63
14262;134;435;7275;813;840;861;41.472;2;0.1;0.912;1.48
14263;2975;83;7276;1030;1060;793;59.22;2;0;20.7;7.16
14264;2951;83;7276;1030;1060;793;37.98;2;0;4.5;4.22
14265;3419;83;7277;778;805;944;13.26;1;0;4.5;1.38
14266;2334;112;7278;973;999;1460;460.971;3;0.1;-5.139;58.47
14267;2454;112;7278;973;999;1460;268.164;4;0.1;83.364;28.89
14268;2599;112;7279;770;794;1123;53.55;3;0;4.23;6.34
14269;3316;112;7280;1020;1044;816;325.08;9;0;64.8;9.75
14270;2402;112;7280;1020;1044;816;20.58;2;0;1.44;3.59
14271;3282;187;7281;929;955;935;297.84;2;0;74.46;32.92
14272;2488;187;7281;929;955;935;116.25;5;0;22.05;7.97
14273;284;313;7282;918;946;1228;32.58;3;0;5.85;2.42
14274;3510;31;7283;1051;1080;831;75.18;2;0;4.5;6.93
14275;403;68;7284;871;898;994;213.36;7;0;19.11;40.12
14276;3039;68;7284;871;898;994;368.91;3;0;92.16;20.52
14277;2984;68;7284;871;898;994;99.66;2;0;9.96;20.13
14278;11;39;7285;923;948;1420;21.06;2;0;4.8;1.51
14279;2705;1433;7286;953;980;925;721.395;5;0.15;33.945;28.76
14280;246;1433;7286;953;980;925;312.0435;3;0.15;51.3135;21.9
14281;2552;1433;7286;953;980;925;187.38;9;0;76.68;14.26
14282;3022;1433;7286;953;980;925;184.437;3;0.1;59.427;8.61
14283;2558;1433;7286;953;980;925;76.32;3;0;6.84;6.74
14284;3423;1433;7286;953;980;925;45.96;4;0;8.64;1.96
14285;2684;1433;7287;880;908;853;26.1;3;0;6.75;1.61
14286;393;251;7288;952;977;1461;558.576;2;0.1;-18.624;56.26
14287;2443;251;7288;952;977;1461;131.88;7;0;10.5;17.81
14288;1385;1443;7289;849;873;914;349.44;7;0;115.29;48.53
14289;2034;1443;7289;849;873;914;167.58;6;0;18.36;44.19
14290;359;1443;7289;849;873;914;97.32;2;0;45.72;21.17
14291;2654;1443;7290;978;1000;1348;346.68;3;0.1;69.3;56.92
14292;2939;1443;7290;978;1000;1348;598.995;5;0.1;252.795;46.9
14293;2963;1443;7290;978;1000;1348;47.88;3;0;5.67;11.38
14294;3387;1443;7290;978;1000;1348;174.51;7;0;8.61;6.55
14295;3474;1443;7290;978;1000;1348;24.84;2;0;5.94;4.47
14296;285;178;7291;901;929;1231;70.38;3;0;23.85;7.41
14297;386;1255;7292;1054;1084;1462;54.36;3;0;10.8;5.65
14298;293;1255;7293;916;943;800;780.57;5;0.1;164.67;62.83
14299;2798;119;7294;777;797;1079;233.28;8;0;67.44;70.75
14300;176;73;7295;938;965;1003;149.58;3;0;0;12.75
14301;467;73;7295;938;965;1003;45.72;3;0;13.68;6.02
14302;3062;73;7295;938;965;1003;37.62;2;0;6.36;4.76
14303;329;73;7295;938;965;1003;42.039;3;0.1;16.749;2.37
14304;3490;28;7296;904;931;1103;768.51;3;0;169.02;68.15
14305;3511;28;7296;904;931;1103;224.4;2;0;105.42;6.29
14306;179;28;7297;822;847;1463;76.14;3;0;25.11;3.99
14307;3329;400;7298;874;901;1112;581.55;5;0;174.45;32.08
14308;2714;53;7299;863;889;917;172.692;4;0.1;15.252;9.9
14309;575;25;7300;941;969;504;73.2;5;0;24.75;3.28
14310;84;22;7301;924;948;1196;89.424;6;0.1;-3.996;30.27
14311;145;207;7302;766;787;1464;42.6;4;0;10.56;4.31
14312;74;207;7303;737;761;38;45.24;4;0;3.96;2.86
14313;416;225;7304;828;850;885;8.94;1;0;1.95;1.56
14314;3207;25;7305;727;750;1465;740.7;6;0;103.68;46.19
14315;1345;25;7305;727;750;1465;50.88;1;0;23.4;2.76
14316;3512;25;7306;875;902;1072;872.67;1;0;61.08;77.89
14317;2979;25;7306;875;902;1072;48;4;0;1.92;4.47
14318;261;25;7306;875;902;1072;40.2;4;0;19.68;1.48
14319;3190;25;7307;759;784;1419;419.016;4;0.15;-44.424;33.66
14320;2989;25;7307;759;784;1419;153.6;5;0;46.05;15.53
14321;9;25;7307;759;784;1419;96.57;3;0;36.63;7.43
14322;2599;25;7307;759;784;1419;53.55;3;0;4.23;6.24
14323;107;25;7307;759;784;1419;47.88;3;0;4.77;3.92
14324;3103;36;7308;950;975;961;215.46;3;0.1;16.74;86.92
14325;3288;36;7308;950;975;961;27.93;1;0;11.43;3.84
14326;187;68;7309;855;882;1466;2272.86;6;0;840.78;137.15
14327;3380;68;7309;855;882;1466;1609.29;3;0;273.51;135.64
